image_id,description
1060,"The dhotis are made of cotton and come in three different colors: cream, dark green, and yellow. They are designed to be worn by women and feature a comfortable and casual silhouettes. The neckline is simple, and the pants have a loose fit, making them suitable for everyday wear. The pants are long, reaching down to the ankles, and have a relaxed drape that adds to their overall appeal."
7320,"The garment is a blue cotton denim women's kurti, featuring a unique design that combines elements of both a dress and a shirt. The fabric is soft and comfortable, with a slightly textured surface. The neckline is a simple, round neck, while the sleeve style is a combination of a short sleeved shirt and a long, flowing dress sleeveless design. The length of the garmet is midi, reaching down to the mid-thigh area. The overall silhouettes of the kurti are elegant and flattering, making it an attractive choice for women'ss casual or semi-formal wardrobe."
5609,"The garment is a black dress with a gold border. It features a flowing silhouettes and a long skirt, giving it a graceful and elegant appearance. The neckline is high, and the sleeve style is long, adding to the overall sophistication of the dress. The fabric appears to be a combination of silk and lace, which adds a touch of luxury and intricacy to the design. The dress is floor-length, making it suitable for formal occasions or special events."
5158,"The garment is a sleeveless men's Nehri jacket, featuring a solid orange color. It is made of a lightweight and comfortable fabric, possibly cotton or linen, with a subtle texture that adds to its visual appeal. The jacket has a classic and elegant silhouettes, with the front and back pieces seamlessly connected, creating a seamless appearance. The neckline is simple and clean, while the sleeve length is short, adding a modern touch to the overall design. The garmet is designed by Indian Terrain, a brand known for its high-quality and stylish clothing."
566,"The garment is a red blouse made of a stretchable cotton and lycra fabric. It features a round neckline and short sleeve design, giving it a casual and comfortable fit. The blouse is embellished with a pattern of white dots, adding a touch of visual interest to the overall appearance. The silhouettes of the blouse are fitted, accentuating the wearer's figure and creating a flattering look. The length of the garmet is short, making it suitable for various occasions and seasons."
5052,"The garment is a blue and orange outfit, featuring a blue jacket and orange pants. The jacket has a collar and is worn with the sleeve rolled up. The pants have a wide-legged silhouettes, giving the outfit a stylish and comfortable appearance. The combination of blue and red colors creates a vibrant and eye-catching look, making it an attractive choice for those who appreciate bold and colorful fashion."
2789,"The kurta is a long-sleeved, loose-fitting garment made of light-colored fabric, possibly linen or cotton. It features a multi-shade design, giving it an ethnic and traditional appearance. The neckline is high, and the sleeve length is long, providing a comfortable fit. The silhouettes of the garments are flowing and relaxed, making it suitable for warm weather or casual occasions. The overall style of the kurta exudes a sense of elegance and cultural heritage."
1474,"The garment is a pair of red dhotis, which are a type of loose pants. They are made of a stretchy, shiny fabric, likely Lycra, and have a solid color. The pants have a free size, making them suitable for a wide range of body types. They feature a comfortable and relaxed silhouettes, with a loose fit that allows for ease of movement. The neckline is high, and the pants do not have any sleeve or drapery style. They reach down to the ankles, providing a full-length coverage. The red color of the dhoties adds a bold and vibrant touch to the overall appearance."
3436,"The Women's Yellow Palazzo by Airelia is a versatile and comfortable garment. It features a bright yellow color that adds a pop of color to any outfit. The fabric is made of soft and breathable material, making it perfect for warm weather or as a casual, everyday wear. The palazzo has a flowing silhouettes and a wide-legged design, giving it a relaxed and stylish appearance. The neckline is simple and elegant, while the sleeveless design adds a touch of sophistication. The length of the palazzo is midi, covering the ankles and providing a modest yet fashionable look."
7192,"The Women Printed Anarkalli Kurta is a beautifully crafted garment made from rayon fabric. It features a vibrant yellow color with a patterned design that adds a touch of elegance to the outfit. The silhouettes of the dress are flowing and graceful, creating a flattering fit for the wearer. The neckline is a simple yet stylish design, while the sleeve style is a combination of a short sleeved and a long sleeveless style, adding a unique touch to the overall look. The length of the garmet is ankle length, making it suitable for various occasions."
7258,"The garment is a women's outfit consisting of a grey and black checkered printed kurti and matching checkered pants. The fabric appears to be made of rayon, giving it a soft and comfortable feel. The pattern on the kurti features a checkered design, while the pants have a similar checkered pattern. The neckline of the kurta is a simple round neck, and the sleeve style is long, providing coverage and warmth. The length of the outfit is suitable for a regular-length top and pants, making it a versatile and stylish choice for various occasions."
3316,"The garment is a pair of blue legging and salwar, featuring a loose and comfortable fit. The leggins are made of a soft, stretchy fabric that hugs the body, while the salwar is a long, flowing skirt that complements the leggin. The combination of the two creates a stylish and functional outfit. The blue color of the leggiing and skirt adds a pop of color to the ensemble, making it visually appealing. The overall silhouetted is flattering and suitable for various occasions, from casual to formal events."
5904,"The garment is a pair of women's regular fit palazzogarment. It features a black and white color scheme, with one leg being black and the other leg being white. The fabric appears to be a combination of cotton and spandex, providing a comfortable and stretchy fit. The palazzohas a straight silhouettesilhouette and a regular fit, which means it is neither too tight nor too loose. The neckline is a simple round neckline that complements the overall design. The sleeve style is a short sleeved style, adding a casual and relaxed touch to the outfit."
2978,"The garment is a yellow and white striped straight kurta, designed for men. It is made of a lightweight and comfortable fabric, suitable for warm weather. The neckline is a simple, round neck, and the sleeve style is straight, giving the kurta a classic and elegant appearance. The length of the kurata is mid-length, reaching down to the knees. The combination of yellow and beige colors creates a warm and inviting look, making it an ideal choice for a casual yet stylish outfit."
3744,"The garment is a pink and purple lehnga, featuring a combination of pink, purple, and gold colors. The fabric appears to be silk, giving it a luxurious and elegant feel. The lehnda has a beautiful embroidered pattern, adding a touch of intricacy and detail to the overall design. The silhouettes of the garments are flowing and graceful, with a long skirt and a fitted top. The neckline is a low-cut style, enhancing the elegance of the outfit. The sleeve style is long and fitted, complementing the overall silhouetted."
1158,"The garment is a navy blue cotton kurta set with a matching sky blue printed dupatta. The kurta features a round neckline and long sleeved design, giving it a comfortable and stylish appearance. The dupatta is draped over the shoulder, adding a touch of elegance to the overall look. The dhotis are made of the same fabric as the kurta, providing a cohesive and coordinated outfit. The combination of the navy and sky blue colors creates a visually appealing contrast, making this a versatile and fashionable choice for various occasions."
5111,"The garment is a blue Dupion silk Nehru jacket for men. It features a unique pattern or design, which adds a touch of elegance to the overall appearance. The jacket has a silhouetted neckline and a stylish drape, giving it a modern and sophisticated look. The sleeve length is long, and the jacket is designed to be worn over a dress shirt. The fabric is of high quality, making it comfortable and durable. The blue color of the jacked adds a pop of color to any outfit, making the wearer stand out in a crowd."
1001,"The garment is a pair of pink dhotis, which are a type of loose-fitting pants. They are made of a lightweight, comfortable fabric, and feature a regular fit that allows for ease of movement. The pants have a distinctive patiala style, characterized by their wide, flared silhouettes that create a unique and stylish appearance. The neckline of the pants is high, adding to their modest and elegant look. The sleeve style is long, and the pink color of the dhoties is complemented by intricate embroidered patterns that add visual interest and detail to the garments."
5629,"The garment is a pair of palazzpants, made from grey rayon fabric. The pants have a regular fit and feature a unique pattern of blue and white triangles embroidered on them. The silhouettes of the pants are wide, giving them a comfortable and relaxed appearance. The neckline is high, and the pant legs are long, reaching down to the ankles. The overall design of the palazzopants is both stylish and comfortable, making them an ideal choice for casual wear."
5470,"The garment is a traditional Nehri or Modi jacket for men, made of a maroon fabric. It features a double-breasted front with a row of buttons, giving it a classic and elegant appearance. The jacket has a full-length design, reaching down to the mid-thigh, and a wide collar that adds to its distinctive style. The sleeve length is long, covering the wrist and extending down to mid-forearm. The overall silhouettes of the jacket are well-fitted, making it a comfortable and stylish choice for formal or semi-formal occasions."
881,"The garment is a red blouse made of a soft and comfortable fabric. It features a unique design with a combination of multicolored stripes, giving it a vibrant and eye-catching appearance. The blouse has a free size, making it suitable for a wide range of body types. The neckline is simple and elegant, while the sleeve style is short and flowing, adding a touch of femininity to the overall design. The length of the blouse is long, reaching down to the mid-thigh area, providing ample coverage and a flattering silhouettes."
2916,"The garment is a handmade men's chanderi straight kurta, featuring a vibrant orange color. The fabric is made of silk, giving it a luxurious and smooth texture. The kurta has a simple and elegant design, with no intricate patterns or embossed details. The neckline is straight, and the sleeve style is straight as well, providing a clean and modern look. The length of the kurta is knee-length, making it suitable for various occasions. The overall silhouettes of the garments are slim-fitting, accentuating the wearer's figure."
775,"The garment is a black net blouse with a sleeveless silhouettes, featuring a deep neckline. The blouse is a part of a readymade saree set, and it is designed by S.S. Salwar Studio. The fabric appears to be a fine net material, giving it a delicate and elegant appearance. The overall style of the blouse gives it a stylish and modern look, making it suitable for various occasions and events."
1473,"The garment is a pair of women's yellow and white dhotis, made of a comfortable and breathable fabric. The yellow dhoty features a side plated design, while the white dothi has a side patiala style. The dhoties are made of lycra, which provides a stretchy and form-fitting fit. The pants have a harem silhouettes, which adds a stylish and trendy touch to the outfit. The neckline is high, and the sleeve style is short, giving the dhotiy a modern and fashionable look. The length of the dothis is midi, making them suitable for various occasions and seasons."
617,"The blouse is a red cotton and lycra stretchable piece, featuring a round neckline. It has a unique design with a kanta creation, giving it a stylish and eye-catching appearance. The blous is long-sleeved, with a flowing drape that adds to its overall elegance. The fabric is comfortable and versatile, making it suitable for various occasions and seasons."
1424,"The garment is a pair of dhotis, which are a type of loose pants, made from a lightweight and comfortable fabric. They are designed with a unique pattern that features a combination of blue and green colors, giving them a stylish and eye-catching appearance. The dhoties are embroidered with intricate patterns, adding a touch of elegance to the overall design. The silhouettes of the dhotiy pants are loose and flowing, providing a comfortable fit for the wearer. The neckline of the garments is high, and the sleeve style is long, adding to the traditional and classic look of the outfit."
2203,"The garment is a combo pack of two pieces, featuring a yellow and blue floral print. The yellow dress is a flowing maxi dress with a long skirt, while the blue dress is also a maxi length. Both dresses have a similar silhouettes and are made of rayon material. The neckline of the dresses is high, and they have long sleeve designs. The dresses are embroidered with a floral pattern, adding a touch of elegance to the overall appearance. The combination of the two dresses creates a versatile and stylish outfit for various occasions."
44,"The garment is a pink saree with a blue border, featuring a beautiful embroidered pattern. The fabric appears to be silk, giving it a luxurious and elegant feel. The saree has a long, flowing drape, and the blouse piece complements the overall design. The neckline is adorned with a delicate embellishment, adding a touch of sophistication to the ensemble. The sleeve style is long, and there are no visible special accent or embbellishments on the saree."
71,"The garment is a yellow saree featuring a kanchivaram silk fabric with a yellow blous. The saree has a beautiful pattern or intricate embroidered design, which adds to its visual appeal. The silhouettes of the saree are elegant, with a flowing drape that complements the overall style. The neckline is adorned with a delicate embellishment, and the sleeve style is long, providing a graceful appearance. The length of the garmet is suitable for a full-length saree. Overall, the sareen exudes a sense of luxury and sophistication, making it an attractive choice for special occasions or formal events."
6822,"The garment is a hand embroidered art silk dhoti sherwani, featuring a dark beige color. The fabric is made of silk, giving it a luxurious and elegant appearance."
2791,"The garment is a men's ethnic kurta made of dark rama cotton. It features a simple, plain design with no pattern or visible embroideries. The color of the kurta is a vibrant teal, which gives it a fresh and lively appearance. The neckline is a classic round neck, while the sleeve style is a comfortable and relaxed drape. The length of the garmet is long, reaching down to the mid-thigh area. The overall silhouetted is loose and flowing, making it suitable for warm weather or casual occasions."
1481,"The garment is a pair of women's dhotis, featuring a unique combination of purple and yellow colors. The fabric appears to be a blend of silk and cotton, giving it a luxurious and comfortable feel. The dhoties have a side plated design, adding a stylish touch to the overall appearance. The silhouettes of the dhotys are loose and flowing, providing a comfortable fit. The neckline is high, and the sleeve style is long, giving the outfit a modest and elegant look. The length of the garments is ankle-length, making them suitable for various occasions."
6523,"The garment is a blue sherwani, featuring an embroidered design on the front. It is made of art silk material, giving it a luxurious and elegant appearance. The sherwaani has an asymmetric neckline and sleeve style, adding a unique and stylish touch to the overall design. The length of the sherawani is long, reaching down to the ankles, and it is paired with yellow pants, creating a striking contrast between the blue and yellow colors. The combination of the blue shirt and yellow pant adds a pop of color to the outfit, making it a fashionable and eye-catching ensemble."
6679,"The garment is a blue and white sherwani, featuring a floral pattern on the fabric. The sherwaani has a long sleeve and a collar, giving it a classic and elegant appearance. The fabric appears to be of high quality, possibly silk or a luxurious blend. The pattern is intricate and adds a touch of sophistication to the overall look. The garmet is designed to be worn with a pair of blue pants, completing the ensemble. The combination of the blue and the white color palette, along with the floral embroidered pattern, creates a visually appealing and stylish outfit."
2906,"The garment is a yellow solid men's kurta, featuring an asymmetric single pocket design. The fabric appears to be lightweight and comfortable, suitable for warm weather or casual wear. The neckline is a simple, round neck, while the sleeve style is a single pocket, adding a touch of uniqueness to the overall design.

The kurta has a loose, flowing silhouettes, which contributes to its relaxed and comfortable feel. The length of the garmet is mid-length, reaching down to the mid-thigh area. The overall appearance of the kurta is simple yet stylish, making it an ideal choice for a casual yet fashionable look."
5862,"The garment is a pair of beige palazzpants, featuring a loose and flowing silhouettes. The fabric appears to be lightweight and comfortable, with a soft texture. The pants have a wide-legged design, giving them a relaxed and stylish appearance. The neckline is high, adding a touch of elegance to the overall look. The sleeve style is long and draped, further enhancing the flowing nature of the pants. The length of the palazzopants is midi, making them suitable for various occasions and seasons."
2682,"The garment is a men's long-sleeved shirt, made from a blend of cotton and silk fabric. It features a magenta color, giving it a vibrant and eye-catching appearance. The shirt has a traditional neckline and a comfortable, loose fit. The sleeve length is long, extending down to the wrist, and the shirt is designed to be worn with the front folded over. The overall silhouettes of the shirts are elegant and stylish, making it an attractive choice for formal or semi-formal occasions."
5928,"The garment is a pair of palazzpants, featuring a premium rayon fabric with a heavy embroidered design. The color of the palazzopants is white, and they have a full silhouettes, giving them a flowing and elegant appearance. The neckline is high, and the pants have a free size, suitable for a wide range of body types. The length of the pant is long, reaching down to the ankles, and there are no sleeve or drapery style, making them a versatile and comfortable choice for various occasions."
6907,"The garment is a beige men's sherwani, featuring a long-sleeved jacket with a mandarin collar. The fabric appears to be a lightweight, breathable material, suitable for warm weather. The sherwaani has a slim-fit silhouettes, giving it a modern and stylish appearance. The neckline is slightly open, adding a touch of elegance to the overall design. The sleeve length is long, extending down to the wrist, and the cuffs are slightly flared, adding an interesting detail to the garments."
5216,"The garment is a black paisley jacket for men, featuring a unique and intricate paisely pattern. The fabric appears to be a blend of silk and cotton, giving it a luxurious and comfortable feel. The jacket has a classic Nehrau-style collar, adding a touch of elegance to the overall design. The sleeve length is long, and the jacket is slightly cropped, creating a modern and stylish silhouettes. The paisleys are embroidered onto the fabric, adding texture and depth to the jackets."
2995,"The garment is a men's printed pure cotton straight kurta, featuring a green color with a polka dot pattern. The fabric appears to be of good quality, and the pattern adds a touch of style to the overall appearance. The neckline is straight, and it has short sleeve, giving it a casual and comfortable fit. The length of the kurta is mid-length, suitable for everyday wear. The design and pattern make it a versatile and fashionable choice for men'ss casual wardrobe."
280,"The garment is a blue saree made of silk fabric. It features a cut work design, which adds a touch of elegance and intricacy to the overall appearance. The saree has a flowing silhouettes, giving it a graceful and feminine look. The neckline is adorned with a gold border, which complements the blue color of the saree. The sleeve style is a draped style, which enhances the sarees's drape and adds to its overall charm. The length of the garmet is floor-length, making it suitable for formal occasions or special events."
6689,"The garment is a red embroidered sherwani, featuring a rich and intricate pattern on the fabric."
7232,"The garment is a black women's embroidered straight kurta, made of rayon material. The fabric features an intricate embroider design, adding a touch of elegance to the outfit. The neckline is a simple, round neck, while the sleeve style is straight, giving the kurta a modern and stylish appearance. The length of the kurti is knee-length, making it suitable for various occasions. The overall silhouettes of the garments are fitted, accentuating the wearer's figure."
5129,"The garment is a gray vest, featuring a single-breasted design with a row of buttons. The vest has a slim-fit silhouettes and a slightly cropped length, giving it a modern and stylish appearance. The fabric appears to be a blend of cotton and linen, providing a comfortable and breathable feel. The neckline is a classic collar, and the sleeve style is a regular, long sleeved design. The buttons on the vest are made of metal, adding a touch of elegance to the overall look."
6882,"The garment is a green sherwani, featuring a solid color with no pattern or visible embroideries. The fabric appears to be of a lightweight and comfortable material, suitable for warm weather or semi-formal occasions. The sherwaani has a classic silhouettes, with a full-length design that extends down to the ankles. The neckline is a simple, round collar, and the sleeve style is long and flowing, giving the garmet a graceful and elegant appearance. The overall look of the sherawani is sophisticated and stylish, making it an ideal choice for special events or formal gatherings."
5919,"The garment is a pair of yellow solid flared palazzosi, made from a lightweight and comfortable fabric. The palazzoso has a loose and flowing silhouettes, with a wide-legged design that adds a touch of elegance to the outfit. The neckline is high, and the sleeve style is long, providing coverage and a stylish appearance. The length of the palazzosos is midi, reaching the ankles, and they feature a simple yet elegant design without any embellishment or pattern."
497,"The garment is a black saree with a georgete fabric and a jacquard lace border. The saree features a printed pattern, giving it a stylish and elegant appearance. The neckline is a traditional one, and the sleeve style is a drape, which adds to the overall gracefulness of the outfit. The length of the saree is floor-length, making it suitable for formal occasions or special events. The combination of the black color, the intricate pattern, and lace detailing creates a sophisticated and eye-catching look."
952,"The garment is a blouse made from a cotton silk blend fabric, featuring a gold color. It is an unstitch blouse material, which means it is ready to be sewn into a finished blouse. The blouse has a unique and elegant design, with a combination of cotton and silk materials that give it a luxurious and comfortable feel. The fabric is soft and smooth, making it suitable for various occasions and seasons. The silhouettes of the blouse are likely to be elegant and flattering, with the right balance of drape and fit."
5068,"The garment is a men's black and red floral printed Nehri jacket. The fabric appears to be a blend of silk and cotton, giving it a luxurious and comfortable feel. The jacket features a unique floral pattern that adds a touch of elegance and sophistication to the overall design. The silhouettes of the jacket are well-fitted, with a slim-fit style that accentuates the wearer's body shape. The neckline is a classic Mandarin collar, which adds a timeless and stylish touch to the jackets."
3170,"The garment is a white, flowery, flared bottom, full-length palazzo for women. It features a floral print on the fabric, giving it a stylish and feminine appearance. The palazzo has a flowing silhouettes and a comfortable fit, making it suitable for various occasions. The neckline is high, and the sleeve style is long, adding to the overall elegance of the outfit. The length of the palazzo is full-legged, providing ample coverage and a graceful drape. The embroidered flowers on the garments add a touch of sophistication and charm to the design."
539,"The garment is a pink blouse with a jacqard pattern, featuring a rund neckline. It is made of a lightweight and comfortable fabric, suitable for warm weather or casual wear. The blouse has a free-size fit, making it versatile and suitable for a wide range of body types. The pink color adds a touch of femininity and brightness to the outfit, while the jacard pattern adds texture and visual interest. The overall silhouettes of the blouse is loose and flowing, giving it a relaxed and comfortable feel."
1287,"The dhotis are made of a viscose and cotton blend, giving them a soft and comfortable feel. They are available in a royal rani color, which is a rich and vibrant shade. The pants have a free size, making them suitable for a wide range of body types. The silhouettes of the dhoties are loose and flowing, providing a relaxed and comfortable fit. The neckline of the top is high, adding a stylish touch to the overall look. The sleeve style is long, which complements the loose fit of the pants."
1484,"The dhotipants are made of a light yellow fabric, featuring a pleated design. The pants have a loose and comfortable silhouettes, with a wide-legged style that adds a touch of elegance to the outfit. The neckline of the top is a simple, round neckline that complements the pants. The sleeve style is short, adding a casual and relaxed vibe to the overall look. The dotted pattern on the top adds a playful and stylish touch to the ensemble. The length of the pant is midi, making it suitable for various occasions and seasons."
3438,"The garment is a combination of three different colored legging and salwar sets. The first set is white, featuring a cotton fabric with a full patiyla style. The second set is blue, made of cotton material and also has a full patiala style."
6509,"The garment is a yellow sherwani, featuring a floral print on the fabric. The pattern is intricate and eye-catching, adding a touch of elegance to the outfit. The sherwaani has a long silhouetted design, giving it a classic and timeless appearance. The neckline is high, and the sleeve style is long, with a draped effect that adds to the overall sophistication of the garmet. The length of the sherawani is knee-length, making it suitable for formal occasions or special events. The fabric appears to be of high quality, with an embroidered design that adds texture and depth to the garement."
229,"The garment is a saree made of a cotton blend fabric, featuring a beautiful floral pattern embroidered on it. The saree is a vibrant shade of pink, with a yellow border that adds a pop of color to the overall design. The pattern is intricate and eye-catching, making it a stunning piece for any occasion. The silhouettes of the saree are flowing and graceful, with the fabric draping elegantly over the body. The neckline is a simple yet elegant design, complementing the overall look of the garmet."
7341,"The Women's Kurta is a blue, long-sleeved garment with a unique embroidered pattern. The fabric appears to be a blend of cotton and silk, giving it a luxurious and comfortable feel. The A-line silhouettes provide a flattering fit, while the neckline is a simple yet elegant design. The sleeve style is long, adding a touch of elegance to the overall look. The embroideries on the garments are intricate and add a touch sophistication to the outfit. The length of the kurta reaches down to the mid-calf, making it a versatile and stylish choice for various occasions."
2069,"The garment is a flowing, floor-length gown made of a lightweight, flowing fabric. The gown features a floral print, giving it a vibrant and lively appearance. The neckline is a deep V-neck, adding a touch of elegance to the overall design. The sleeve style is a draped, off-the-shoulder style, which complements the flowing nature of the fabric. There are no special accent or embbellishments visible in the image."
6754,"The garment is a yellow and red sherwani, featuring a combination of gold and red colors. The fabric appears to be silk, giving it a luxurious and elegant feel."
2650,"The garment is a long-sleeved, dark maroon tunic shirt made of a soft, comfortable fabric. The neckline is a simple, round neck, and the sleeve style is a regular, straight cut. The shirt has a relaxed, loose fit, and it reaches down to the mid-thigh. The fabric appears to be of good quality, and there are no visible patterns or embossed designs on the shirt. The overall silhouettes of the shirts are elegant and suitable for both formal and casual occasions."
1438,"The garment is a black and yellow dhotipants, featuring a solid black fabric with a yellow stripe running down the center. The fabric appears to be a blend of cotton and silk, giving it a luxurious and comfortable feel. The dhotis have a traditional Indian design, with a loose and flowing silhouettes that drape gracefully. The neckline is high, and the sleeve length is short, adding to the overall stylish and elegant appearance. The garments are adorned with intricate embroidered patterns, adding a touch of sophistication and cultural heritage to the design."
3806,"The garment is a beautifully crafted lehnga, featuring a rich golden color. The fabric appears to be a luxurious silk, with intricate embroidered patterns adorning the surface. The lehnda has a flowing silhouettes, giving it a graceful and elegant appearance. The neckline is a low-cut design, adding a touch of sophistication to the overall look. The sleeve style is long and draped, further enhancing the flowing nature of the garmet. The length of the lehgna is floor-length, making it a perfect choice for a special occasion or celebration."
20,"The garment is a saree made of georgete fabric, featuring a blouse piece. It is a pack of two sarees with a combination of pink and black colors. The saree has a floral pattern, giving it a vibrant and elegant appearance. The silhouettes of the sarees are long, flowing, and graceful, with a comfortable fit. The neckline is a simple yet elegant design, while the sleeve style is a traditional drape. The length of the garments is suitable for a full-length saree. The combination of colors and patterns make this saree a versatile and stylish choice for various occasions."
2983,"The garment is a long, brown blended classic kurta, featuring a silhouetted design. The fabric appears to be a blend of materials, giving it a unique texture. The neckline is a simple, round neck, while the sleeve style is a traditional, long drape. The length of the kurta extends down to the mid-thigh, providing a comfortable and stylish fit. The overall appearance of the garmet is elegant and versatile, making it suitable for various occasions and seasons."
830,"The garment is a red blouse made of Lycra material, featuring a 3-4th sleeve design. It has a princess cut and is padded for added comfort. The blouse is stretchable and readymade, making it a convenient choice for a variety of occasions. The neckline is a simple, elegant design that complements the overall style of the blouse. The sleeveless silhouettes add a touch of modernity and sophistication to the look."
355,The garment is a saree made from pure cotton and features an ikat pattern.
3592,"The garment is a beautifully crafted lehnga choli, featuring a gold and black color scheme. The lehna is made of a luxurious fabric, possibly silk or satin, with intricate embroidered patterns adorning the surface. The choli is a semi-stitched piece, allowing for a customizable fit. The neckline is a stylish and elegant design, complementing the overall look of the outfit. The sleeve style is long and flowing, adding a touch of grace to the ensemble. The length of the lehena is floor-length, making it an ideal choice for special occasions or formal events."
22,"The garment is a striped Dharmaavaram cotton silk saree in a beautiful shade of magenta and beige. The saree features a combination of silk and cotton materials, giving it a luxurious and comfortable feel. The pattern on the saree consists of horizontal stripes, creating a visually appealing design. The silhouettes of the sarees are elegant and flowing, with a generous length that reaches the floor. The neckline is a simple yet elegant style, complementing the overall design of the garments. The sleeve style is a traditional drape, adding to the classic and timeless appeal of the outfit."
6730,"The garment is a beige and green printed sherwani set, featuring a long-sleeved jacket and matching pants. The jacket has a unique pattern that adds a touch of elegance to the outfit. The pants are also long, providing a comfortable and stylish fit. The sherwaani set is made of high-quality fabric, ensuring both durability and a polished appearance. The combination of beige, green, and white colors creates a harmonious and eye-catching look, making it an excellent choice for formal or semi-formal occasions."
5344,"The Men's Nehri Jacket by NEUIDIS is a blue vest that features a solid color and a single button closure. The vest has a slim-fit silhouettes and a slightly cropped length, giving it a modern and stylish appearance. The fabric appears to be a blend of cotton and linen, providing a comfortable and breathable feel. The neckline is high, adding a touch of elegance to the overall design. The sleeve style is long and slim, with a slight drape that complements the vest's shape."
3524,"The garment is a white and black embroidered semi-stitched lehnga choli. The lehna features a beautiful floral embroided pattern, while the choli is black in color. The combination of white and the black choli creates a striking contrast, making the outfit visually appealing. The silhouettes of the lehena and choli are elegant and graceful, with the lehanga having a flowing and voluminous appearance. The neckline of the cholis is adorned with intricate embroideries, adding to the overall charm of the outfits."
379,"The garment is a beautifully designed saree made of georgete silk material. It features a printed pattern that adds a touch of elegance to the overall appearance. The saree is long, covering the entire body, and has a flowing drape that enhances its gracefulness. The neckline is adorned with a decorative detail, and the sleeve style is sleeveless, showcasing the wearer's arms and shoulders. The blouse piece complements the saree perfectly, creating a harmonious and stylish ensemble."
6604,"The garment is a men's yellow jacket, made of raw silk. It features a unique embroidered pattern, giving it a luxurious and elegant appearance. The jacket has a double-breasted front, adding a touch of sophistication to its design. The sleeve style is long, and the neckline is high, creating a classic and timeless look. The overall length of the jacket is long and flowing, making it suitable for formal occasions or as a statement piece in a wardrobe."
6815,"The garment is a blue sherwani, featuring a long-sleeved design with a collar. The fabric appears to be silk, giving it a luxurious and elegant appearance. The sherwaani has a fitted silhouettes, with a slightly tailored cut that accentuates the wearer's figure. The neckline is high, adding a touch of sophistication to the overall look. The sleeve style is long, extending down to the wrist, and the garmet is floor-length, providing a sense of grandeur. The blue color of the sherawani is rich and deep, making it a striking and eye-catching piece."
7333,"The garment is a women's cotton straight kurta, featuring a vibrant green color. The fabric appears to be lightweight and comfortable, making it suitable for various occasions. The neckline is a simple, round neck, while the sleeve style is straight, adding a touch of elegance to the overall design. The length of the kurta is midi, covering the torso and reaching the mid-thigh area. The silhouettes are loose and flowing, providing a relaxed and comfortable fit. The garmet is embellished with a few buttons, adding an element of detail and sophistication to the outfit."
164,"The garment is a blue and pink saree with a jacquard pattern. The fabric appears to be silk, giving it a luxurious and elegant feel. The saree features a lichi design, which adds a touch of sophistication to its overall appearance. The neckline is a simple, round neckline that complements the saree's pattern.The sleeve style is a traditional, draped style, which is typical for sarees. The length of the sare is floor-length, making it suitable for formal occasions or special events."
3963,"The garment is a black and red lehnga, featuring a combination of black and gold embroidered patterns. The lehnda is semi-stiched, with a choli that complements the skirt. The dupatta is also included, adding an elegant touch to the overall look. The outfit is designed by Chabbra 565 and showcases a stylish and eye-catching color combination."
2681,"The garment is a white cotton kurta, featuring a printed pattern. It has a long sleeve design, with a button-up neckline. The silhouettes of the kurta are loose and comfortable, making it suitable for casual wear. The length of the garmet extends down to the mid-thigh, providing a modest coverage. The fabric appears to be lightweight and breathable, making the kurata an ideal choice for warm weather or as a versatile wardrobe piece."
2653,"The garment is a men's white solid kurta, paired with matching white churidars and a yellow Nehri jacket. The kurta features a simple, elegant design, while the churidaars provide a comfortable and traditional fit. The yellow Nehruri jacket adds a pop of color and a touch of sophistication to the ensemble. The combination of white and yellow creates a harmonious and stylish look, perfect for various occasions."
1134,"The garment is a women's outfit consisting of a turquoise printed kurti and dhotis. The kurti features a floral pattern, giving it a vibrant and lively appearance. The fabric appears to be a lightweight and comfortable material, suitable for warm weather. The neckline is a simple, round neckline that complements the overall design of the outfit. The sleeve style is short, adding a casual and relaxed touch to the ensemble. The dhoties are wide and flowing, providing a comfortable and stylish bottom half. The combination of the printed kurta and dhowties creates a versatile and fashionable look for women."
5418,"The garment is a navy blue Nehra jacket, featuring a regular fit and a jacquard pattern. The fabric appears to be of a high-quality material, giving the jacket a luxurious and elegant appearance. The jacket has a unique embroidered design, adding a touch of sophistication to its overall look. The neckline is a classic, round collar, while the sleeve style is long and draped, providing a comfortable and stylish fit. The length of the jacked reaches down to the mid-thigh, making it suitable for both formal and semi-formal occasions."
2444,"The garment is a semi-stitched anarkali gown made of faux georgett fabric. It features a black and gold color scheme, with gold embroidered patterns on the front and back. The gown has a long, flowing silhouettes and a floor-length hemline. The neckline is a high collar, adding a touch of elegance to the overall design. The sleeve style is long and fitted, with a draped effect that complements the anarkalli style. The garmet is adorned with gold accents, further enhancing its luxurious appearance."
3535,"The garment is a black and gold embroidered semi-stitched lehnga choli. The lehna is a floor-length skirt with a fitted waist and a flared bottom, while the choli is a fitted top with a deep neckline. The embroideries on the lehena and choli are intricate and add a touch of elegance to the outfit. The combination of black and golden colors creates a striking contrast, making the garmet stand out. The overall silhouetted is flattering and accentuates the wearer's figure."
